videoId,titulo,canal,canal_id,fecha_publicacion,descripcion,palabra_clave,vistas,likes,comentarios,duracion_segundos,es_para_ninos,suscriptores_canal
aJkiGh1c6xo,¿CUÁLES SON LOS NÚMEROS SECRETOS FNAF INTO THE PIT? 😨 (TEORÍA) CURIOSIDADES,PunistSweet,UCuaybnPkpx4G-1wr6mfoniQ,2025-01-01T21:00:00Z,Cosas Que No Conocías De FNAF Into The Pit 😱 (Teoría) PARTE 1 - CURIOSIDADES #shorts ¿CUÁNTAS VECES MURIO ...,teoría de números,17568,2851,7,60.0,False,550000
ADoyScvI1vc,El Libro Mas Famoso De Calculo,Math Sorcerer Español,UCWXTWXKpkDk7LJfurtPHb6Q,2023-04-13T02:41:44Z,Es el mas famoso y todavia se usa en algunas escuelas. Se llama Calculo y esta escrito por Michael Spivak. Aqui Esta en ...,teoría de números,19223,1476,34,26.0,False,71700
uw-WW1WMyD4,Teoría de la Divisibilidad Números Enteros | Curso de Álgebra Superior,MathPures,UClTPdtlgYcJp7f4WXxEnWcw,2022-08-26T23:36:08Z,mathpures.,teoría de números,15526,562,37,1083.0,False,40400
gMsEMLJCtTQ,TOP Libros de Mates 📕 #6 Números Primos,Archimedes Tube,UC3T233KYy8e9RcvqtJkxT1g,2021-09-04T10:39:21Z,Uno de los misterios más fascinantes a los que nos enfrentamos en la búsqueda del conocimiento son los números primos.,teoría de números,14204,1094,36,49.0,False,90100
aGNuDSt0BaQ,¿Por qué los números complejos son ESENCIALES en la teoría cuántica?,Mr Planck,UC0tqkcmqymctm4VP3j_zOeA,2024-10-13T20:50:52Z,,teoría de números,12494,704,10,18.0,False,8930
REHu5-1h6bA,sumas notables/TEORÍA/ SUMA NÚMEROS  PARES/SUMA NÚMEROS IMPARES/ SUMA DE CUADRADOS/SUMA DE CUBOS/,PA EN,UCeJqRonJe09u03l2gG-wP_g,2020-06-03T15:34:38Z,Explicación para los estudiantes de 2°secundaria espero lo entiendan cualquier duda escribir en los comentarios siguenos en ...,teoría de números,12129,193,10,1103.0,False,72500
0_Zer5E4ylg,Congruencias... ¿EN TEORÍA DE NÚMEROS?,Fermateando,UCXTrQC132xzvhD1lSc--XSQ,2021-05-13T20:00:18Z,"Hoy Agus va a hablar de restos (en la división por un entero) e introducir el concepto de ""congruencia"" (¡pero no la de triángulos!)",teoría de números,9534,442,26,1092.0,False,869
B9G7QeGCgGo,ARITMÉTICA: NÚMEROS PRIMOS- Teoría y Problemas Resueltos [ACADEMIA VIRTUAL GIGA],Academia Virtual Giga,UCf_aEqgn-iCLs8HpmfLwI3Q,2020-08-01T14:37:39Z,Bienvenidos a la ACADEMIA VIRTUAL GIGA. El curso de hoy es ARITMÉTICA y el tema de la SEMANA 11 es NUMEROS ...,teoría de números,9484,303,6,3719.0,False,3720
WP-_90kHHzs,Que probabilidad en un parque de diversiones 😨😨 #short #omg,janin al chair,UCGbHu0bRpEe1w1UhNJYS67A,2021-12-11T17:12:42Z,"Hola el #short trata de que probabilidades y todo fue en un parque de diversiones, la pasé increíble por eso quiero hacer la parte ...",probabilidad,24449147,2177107,726,59.0,False,18700000
1bWYNwIuQD4,Que Probabilidad Hay De Que Comas el Insecto ? 🕷️🪳😰,Alejo Igoa,UCZs0WwC0Dn_noiQE2BHSTKg,2024-02-29T20:32:21Z,,probabilidad,10810855,521209,1869,56.0,False,82500000
_oZQJLjo1tc,Aventuras de Súper Héroes de Marvel l Nublado con probabilidad de sonrisas,Marvel HQ LA,UCrQXnPc5QSr4Ibu4JhY5KlQ,2021-03-13T21:00:15Z,El Hombre Araña es poseído por el malvado Venom y ahora le toca a Hulk salvar a nuestro héroe y a toda la ciudad.,probabilidad,10458087,31116,0,1004.0,True,4170000
hqAxwTXZoi8,JUGAMOS QUÉ PROBABILIDAD HAY en un PARQUE !!,PANDA,UCidiEXdWtuFT6DH3RYiUs3w,2023-04-25T16:00:28Z,,probabilidad,9443490,498193,1165,60.0,False,19300000
snefgeYCcNY,¿Cuantas Posibilidades hay de  sobrevivir a estos accidentes? #beamngdrive,ElChurches,UC3MkSLMRz4KzhsjPUtBtPdg,2023-10-09T19:30:07Z,,probabilidad,9142537,509578,340,53.0,False,8390000
KfTUosZdPLI,PROBABILIDAD DE ENCONTRAR A DONATO TORCIDO… 0.001%,Antronixx G,UCrY307dziCjW1E6u1ZuLetg,2023-07-01T07:59:04Z,,probabilidad,7396084,381200,2136,11.0,False,9630000
TOabZqKG3xo,Probabilidad de que pase esto .....,Antronixx G,UCrY307dziCjW1E6u1ZuLetg,2022-01-03T05:34:23Z,,probabilidad,7079917,438037,6578,9.0,False,9630000
4ngUVka7EK0,"0,1% de Probabilidad",Laos,UCIM8vRZj7Q92yf4OIdqqgkA,2024-10-25T16:15:00Z,Twitch: https://twitch.tv/laosoneview Twitter: https://twitter.com/LaosOneView Discord: https://discord.gg/9qnBxJ9aEC correo de ...,probabilidad,5843051,443758,982,22.0,False,1720000
v201sEojYO4,¿Qué probabilidad había de que nacieras? 🤰🤯 #sabiasque #datoscuriosos #aprender #shorts,Emmanuel Con Doble Eme,UCdk1PtTed5bhyQNvGVwzLZg,2022-02-15T20:32:13Z,,probabilidad,5079747,621328,8165,52.0,False,8860000
G_--6zbg2ms,Que Probabilidad Habia de Que Pase Esto en un Juego? | #shorts,Ribdost,UCzjvXmHD92JaS6fnvBu_ocg,2025-06-13T21:40:35Z,,probabilidad,8705550,298163,1270,22.0,False,136000
3vFmeQOlFbc,¡Adivina o besa! ¡Quién tiene la mayor probabilidad de ganar! ¡Quién besará a Diana!,Hola Amigos,UCL3qjTo4-Ppt2xlyCwD1psQ,2023-07-02T11:30:01Z,Adivina o besa! ¡Quién tiene la mayor probabilidad de ganar! ¡Quién besará a Diana! COMPRAR ROPA LADY BUNNY ...,probabilidad,2971164,22615,1000,2561.0,False,12000000
PCmCCyqV-4E,QUE PROBABILIDAD HAY 😱 en el YATE DE LA INFIDELIDAD 💔 Cesar Pantoja 🔥,Cesar Pantoja,UCB_P3w2BPH2ZMIO2JmxY6_w,2023-12-22T22:04:17Z,AMIGOS GRACIAS POR VER ESTE VIDEO ME GUSTARIA QUE LE DIERAN LIKE Y LO COMPARTIERAN FUERA DE GRAN ...,probabilidad,2840512,78246,766,1326.0,False,5460000
Ph3nSdZQGZQ,QUE PROBABILIDAD HAY...3..2..1,Kevin Benedetti,UCAPpiOuQGqbQzQYI95EslTA,2024-04-09T21:30:04Z,Que probabilidad hay de que todos los que ven el video se suscriban? :D.,probabilidad,2444482,31592,1482,782.0,False,1360000
pF4c-4pTdjI,QUE PROBABILIDAD HAY CON ALLISSON?,Lesss ,UCoD56c_xn_BYTFSyuM72tCA,2025-01-23T01:22:33Z,,probabilidad,2674274,148472,278,13.0,False,1130000
tQh29_Noo9w,"Experimento aleatorio, espacio muestral y evento o suceso",Matemáticas profe Alex,UCanMxWvOoiwtjLYm08Bo8QQ,2020-03-18T21:08:43Z,"Explicación de los conceptos de experimento aleatorio, espacio muestral y evento o suceso en combinatoria. Curso completo de ...",probabilidad,2136717,74213,775,984.0,False,10000000
k5YUpxqlk2E,Encontraron al Capibara de 0.01% de probabilidad de salir #shorts #opentracks,Ketz Estuvo Aqui ,UC8fI44sbHgXWaJGk61DsD4g,2025-07-13T03:20:01Z,,probabilidad,3517559,109447,677,33.0,False,159000
jZozBUg5XbQ,¡El Cumpleaños Coincidente! ¡Magia Matemática Revelada!,Go_Up,UCz3p0m_leMnjFTG-Y8K1G0w,2025-04-14T17:33:30Z,Descubre el fascinante mundo de la paradoja del cumpleaños! Eduardo revela el razonamiento matemático detrás de esta ...,probabilidad,4101195,84578,792,20.0,False,6760
GoUzxikK1f4,1% DE PROBABILIDAD 99% de FE,Laos,UCIM8vRZj7Q92yf4OIdqqgkA,2025-06-27T17:59:34Z,Canal de Whatsapp: https://whatsapp.com/channel/0029Vb4HcMrAjPXSNX4LLS2c Twitch: https://twitch.tv/laosoneview Twitter: ...,probabilidad,3604891,114137,175,32.0,False,1720000
E_tZ9YBvCY0,🚫 NO BASTA con Sumar Estas Probabilidades 😵 (Matemáticas de Sucesos compatibles),UBUinvestiga,UCCdzRlx-LUYXqRTXFMvXPzw,2024-04-09T05:00:11Z,"Si hay 50% de que llueva el sábado y 50% el domingo, ¿esto da 100% de probabilidad de lluvia en el fin de semana?",probabilidad,1751138,49322,771,60.0,False,195000
0BqJRbelUmg,Huracán Aletta incrementa 30% probabilidad de formarse en el Pacífico ¿a qué estados afectará?,El Heraldo de México,UC7E9Dj_lmrJdDrH2Bg7rNqQ,2024-05-15T06:23:12Z,"La temporada de lluvias se encuentra a nada de iniciar con la llegada del huracán Aletta, el cual ya se forma en las costas del ...",probabilidad,1851420,42427,325,36.0,False,2820000
tu9un_azS-8,¿QUE PROBABILIDAD HAY? * ¡Nivel Extremo! Se va del Team @PARCERICO | Princesa Vale,PRINCESA VALE,UCbi9qf0KPChlLHeLtJJpF9w,2023-09-12T22:31:48Z,Valeamig@s hoy hemos aceptado el desafío de : ¿¿QUE PROBABILIDAD HAY?? ** SIGUEME EN INSTAGRAM soy_vale.yt ...,probabilidad,1739309,52126,1185,687.0,False,1560000
dh8bP8Lnw_s,Probabilidad de Sobrevivir ante estos Animales,Animalízate,UCusHFtPcIizOStyvHJjqTjA,2025-07-04T13:50:02Z,mundoanimal #curiosidadesanimales #vidasalvaje Este video ha sido creado exclusivamente con fines educativos. Aviso legal: ...,probabilidad,3004936,81957,379,69.0,False,308000
ZJEOU7EWZn8,NO VEAN LOS COMENTARIOS   #acertijo #paradoja #matematica #probabilidad #prisioneros #montyhall,Eze Martínez,UCOWFKaCN-rzmYk502JFWnqg,2025-04-21T17:03:20Z,NO VEAN LOS COMENTARIOS #acertijo #paradoja #matematica #probabilidad #prisioneros #montyhall #puzzle #problema ...,probabilidad,2442762,125666,4397,93.0,False,917000
Q-LReM_OAJo,QUE PROBABILIDAD HAY 😈,Gibby :),UCY62oxtmOKk5-JLJOXBMWnA,2024-12-12T01:25:23Z,,probabilidad,1577199,52532,209,61.0,False,12800000
AjDK3NQZdPc,DIAGRAMA DE ÁRBOL Super fácil - ÁRBOL DE PROBABILIDAD Para principiantes,Daniel Carreón,UCwScwtu5zVqc_wHtRx9XvDA,2020-05-22T17:15:00Z,"Hola, aqui les dejo este vídeo en donde explico como hacer un diagrama de arbol o arbol de probabilidad de manera muy facil, ...",probabilidad,1522219,31878,1220,452.0,False,9300000
RLwB2V-ayIM,La probabilidad de qué pueda explotar tu audífono inalámbrico ￼🤔🎧 #shorts,Energiapersonal,UC6nnck7d4ejXNO2CZwJJxeA,2023-11-20T20:14:25Z,,probabilidad,1477029,179834,731,44.0,False,3960000
-XxZGvNClkg,Distribución binomial | Ejercicios resueltos | Introducción,Matemóvil,UCvTyXJuQyAqG2UxzI8jtc2g,2020-05-08T13:00:01Z,"Hoy revisamos la distribución binomial, una distribución de probabilidad discreta muy utilizada en el curso de estadística.",probabilidad,1464654,40907,1016,1657.0,False,2430000
qYkNj07LMAA,🌍 ALERTA ASTEROIDE 2024 YR4 🚨 | Aumenta la Probabilidad de Impacto al 3.1% 😱,Date un Vlog,UCQX_MZRCaluNKxkywkLEgfA,2025-02-19T21:00:06Z,"Un asteroide de gran tamaño, identificado como 2024 YR4, ha aumentado su probabilidad de impacto con la Tierra al 3.1%, ...",probabilidad,1266304,59905,5655,1889.0,False,4390000
JGH2LfWcIFc,Cuales son tus probabilidades de nacer en diferentes países como la India 🇮🇳🤔 #Shorts,Energiapersonal,UC6nnck7d4ejXNO2CZwJJxeA,2025-04-22T00:45:07Z,,probabilidad,2214370,125711,2207,31.0,False,3960000
iqZfIcWs6Ds,¡PRUEBAS de que de MILAGRO sigues VIVO! #probabilidad #vivir #shorts,Dankev,UCHrHJ9PDhruY9XF5WXJ4a7g,2025-02-11T21:40:00Z,,probabilidad,1230749,94170,1416,59.0,False,8950000
DcOflH90eto,La probabilidad de las Frutas en Blox Fruits,Bloxy,UCbpdBdXoV0YTzLeRv4lpHWQ,2024-09-27T15:41:20Z,La probabilidad de las distintas Frutas en Blox Fruits #roblox #onepiece #bloxfruits.,probabilidad,1194498,57103,1282,31.0,False,370000
LrBHHRT3Wvs,Él PUEDE ver la PROBABILIDAD de que CUALQUIER COSA SALGA BIEN (¿incluso ESO?) - Resumen de Manhwa,Mazo Manhwa,UCvXD3cSMNS8Bn9Aymjjj0-Q,2024-07-10T21:30:02Z,"Póngase en contacto: mazomanhwa@gmail.com resumen de manhwa,resumen manhwa,resumen de manga,manhwa, mangas ...",probabilidad,998728,40135,497,4545.0,False,223000
IjDH9GCbOy4,Mejorando la rentabilidad de un negocio con matemáticas aplicadas | Shark Tank Colombia,Shark Tank Colombia,UC4043jVyl39si8xvI99v5ww,2020-12-06T14:00:03Z,"Federico Liévano presenta ""Fourier"", una empresa consultora que utiliza inteligencia artificial y matemáticas para ayudar a otros ...",matemáticas aplicadas,154346,2288,222,484.0,False,291000
lT9qYDnauK8,¿Matemáticas A o B? 🤔 Diferencias entre Matemáticas Aplicadas y Académicas,Susi Profe,UC_Myy53yTBO7ElRGg3eYLCA,2024-08-23T10:11:55Z,,matemáticas aplicadas,81993,4019,51,59.0,False,1840000
gSwBcgL-eko,"Matemáticas APLICADAS vs ALGORÍTMICAS vs PURAS [Reseña UNAM, UAM e IPN]",Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2020-09-14T22:07:30Z,Hago un ANÁLISIS COMPLETO acerca de la LICENCIATURA en Matemáticas APLICADAS y Matemáticas ALGORÍTMICAS ...,matemáticas aplicadas,51920,2264,576,1096.0,False,393000
8rLD6uJcNaY,Matematicas aplicadas a la vida real #drangelmoraleslinarte,De TODO menos serios ,UChepV9rIJZB8Ep4_U37VT-Q,2025-06-24T03:06:25Z,,matemáticas aplicadas,95026,1356,43,45.0,False,10400
uISUq3pk8Aw,MATEMÁTICAS aplicadas a la LOTERÍA - EUROMILLONES,Omega Formación,UCOf21PDw3-11HFtXhOTSi9Q,2021-07-21T16:54:39Z,Nuevo canal exclusivo de Lotería y juegos de azar: Misterios del Azar: ...,matemáticas aplicadas,30488,523,81,689.0,False,29400
D-hY_SNwoBQ,PROBABILDAD Matemáticas aplicadas a las ciencias sociales 2 bachillerato Teorema de Bayes,profesor10demates,UCx2Y_55MBCq3lkc3aOtmAiw,2025-03-17T17:10:38Z,PROBABILIDAD mates sociales ejercicios y problemas resueltos paso a paso exámenes selectividad PAU EBAU Teoremas de ...,matemáticas aplicadas,30433,198,12,81.0,False,623000
rjaPtWpMmy4,MATEMÁTICA APLICADA I CONTENIDO VIDEO 1 DE 2,EDUKA - EDWINGO,UCfKminz8gsCiCXL6PQzkfbw,2020-09-02T11:36:25Z,,matemáticas aplicadas,23694,422,7,841.0,False,6000
jBLixbSMX70,MATEMÁTICAS APLICADAS A LA GASTRONOMÍA,Matemáticas con Grajeda,UCX-9il8XGlV6kkrIVyTdWQQ,2020-06-18T18:01:57Z,EdutubersMx #gastronimiaymatematicas Aquí les dejo la lista de reproducción: ...,matemáticas aplicadas,23231,489,34,364.0,False,802000
l4GvzF65YxI,INFERENCIA ESTADÍSTICA Matemáticas aplicadas a las ciencias sociales 2 bachillerato,profesor10demates,UCx2Y_55MBCq3lkc3aOtmAiw,2025-04-07T12:10:40Z,Estadística Inferencial matemáticas sociales II 2 bachillerato desde cero tutorial matemáticas aplicadas a las ciencias sociales ...,matemáticas aplicadas,21430,219,26,150.0,False,623000
_wUFQQCTJxM,BIOMATEMÁTICAS ⚗️ Las MATEMÁTICAS aplicadas a la BIOLOGÍA,Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2020-11-15T20:53:33Z,Presentación de la aplicación de las matemáticas en el MODELO EPIDEMIOLÓGICO DISCRETO ☣️ además del ANALISIS del ...,matemáticas aplicadas,15626,696,179,722.0,False,393000
5sbialmlhxU,Matemáticas Aplicadas a las Ciencias Sociales II - Repaso EvAU 1,david-fq,UCyY0cuIZaEIMjxIAyNXBVtw,2020-06-14T16:16:50Z,Algunos ejercicios del examen de EvAU de la convocatoria extraordinaria de Madrid 2019.,matemáticas aplicadas,15580,317,7,1870.0,False,90
kCekfA7ga0k,¿Cómo es ESTUDIAR MATEMÁTICAS APLICADAS en la UNAM? | Directo,Un García Alcuadrado,UCCpIMrDPn8lLoUT_DCTp43g,2020-07-16T12:39:41Z,,matemáticas aplicadas,15525,488,47,5101.0,False,11100
J7qyyIdyb1w,Promedio de las calificaciones. Ejercicios de #matematicas  aplicadas en la vida real. #shorts,EMMANUEL ASESORÍAS,UCQ8-lO7WSmhX2tjvFKhHrQw,2022-04-11T01:47:45Z,,matemáticas aplicadas,14427,403,52,18.0,False,796000
LryOiHCbrvY,Sistemas de ecuaciones lineales 2º bachillerato matemáticas aplicadas a las ciencias sociales Gauss,profesor10demates,UCx2Y_55MBCq3lkc3aOtmAiw,2024-09-18T14:00:56Z,MATEMÁTICAS aplicadas a las ciencias SOCIALES Tema sistemas de ecuaciones lineales resolución por el método de Gauss ...,matemáticas aplicadas,14037,129,6,169.0,False,623000
msDA8xDX34k,🚀MATEMÁTICAS CCSS JUNIO 2025 ▶️ ANDALUCÍA ✔️Examen Selectividad PAU,Centro de Formación Álvaro,UCDnIH_62en9yTpZnZucN1tQ,2025-06-04T13:57:03Z,selectividad2025 #examenresuelto #ebaumatematicas2025 #matemáticas #Accesoalauniversidad #academiavalencia ...,matemáticas aplicadas,11476,136,40,5072.0,False,5730
dTOtuXl0ke8,Matemáticas aplicadas a la Enfermería,Adriana Leticia Díaz Manrique,UC_QLdmfyewb7Dw7k8GVkTyA,2022-08-13T19:02:28Z,"Matemáticas aplicadas a la Enfermería, Curso Propedéutico ENNEO 2023-1.",matemáticas aplicadas,11258,249,12,6246.0,False,169
JFI0-bcz6N8,🚀MATEMÁTICAS Aplicadas CCSS JUNIO 2022 ▶️ Examen Selectividad PAU✔️Comunidad Valenciana,Centro de Formación Álvaro,UCDnIH_62en9yTpZnZucN1tQ,2022-06-09T21:28:21Z,selectividad2022 #examenresuelto #paumatematicas2022 #matemáticas #Accesoalauniversidad #academiavalencia Examen ...,matemáticas aplicadas,10727,111,41,4549.0,False,5730
E3R4g8zmXxg,PAU 2025  matemáticas aplicadas a las ciencias sociales Andalucía Modelo cero Selectividad Resuelto,profesor10demates,UCx2Y_55MBCq3lkc3aOtmAiw,2025-05-14T12:36:12Z,Solución modelo 0 examen matemáticas apliacas a las ciencias sociales II de Andalucía NUESTROS LIBROS para que la PAU ...,matemáticas aplicadas,10675,274,29,4321.0,False,623000
w5n4u6cUVIk,📐 Matemáticas Puras y Matemáticas Aplicadas 📏 Diferencias [Fácil y Rápido] | MATEMÁTICAS |,A Cierta Ciencia,UCvEzJviE03cGFNkLoWL9Bsg,2023-09-17T22:00:25Z,ACC te enseña y explica paso a paso las diferencias entre matemáticas puras y matemáticas aplicadas de forma rápida y sencilla ...,matemáticas aplicadas,10583,239,3,69.0,False,540000
6C7Yaflp6nI,Matemáticas Aplicadas - Percepción Espacial - Practica &quot;Cónicas en un cono&quot;.,Jesús Rene Gonzalez Castro,UCzBzEMkFi-vBUz67sDL11tg,2022-03-07T01:46:31Z,Elaborado por Jesus Rene Gonzalez Castro.,matemáticas aplicadas,9953,419,11,60.0,False,39
ZNBsBl2R3tI,LO QUE NADIE TE CUENTA  DE LA LIC. EN MATEMÁTICAS APLICADAS Y COMPUTACIÓN,"PROFESOR LUIS, TU ASESOR DE",UCnDln1OaSAwk7ufPtYFxPTw,2020-05-27T04:48:06Z,"LO QUE NADIE TE CUENTA DE LA LIC. EN MATEMÁTICAS APLICADAS Y COMPUTACIÓN,CON LA VALIOSA PARTICIPACIÓN ...",matemáticas aplicadas,7711,169,56,2062.0,False,1470
dIC3FlT82Ok,¿Por qué estudiar la Licenciatura en Matemáticas Aplicadas en el ITAM?,ITAM,UC1PUNjrDQsFbRqm_fwv-JGg,2025-02-04T22:08:39Z,"Si te apasiona resolver problemas complejos y modelar realidades a través de las matemáticas, la Licenciatura en Matemáticas ...",matemáticas aplicadas,7149,13,0,226.0,False,9950
sEo6pn3a8HU,Matemáticas aplicadas a la administración y economía Arya Ejercicios 1-1 (2-10),Claudia Reinhart,UCtVX75SS_nuueLnlEaksvdQ,2023-01-03T00:36:57Z,"A lo largo de este video resolveremos los ejercicios 1-1 del 2 al 10 del libro de Arya ""Matemáticas aplicadas a la administración y ...",matemáticas aplicadas,6873,53,9,127.0,False,48600
q7rZhmwlyD8,LÍMITES de funciones continuidad y asíntotas Matemáticas aplicadas a las ciencias SOCIALES 2 bach,profesor10demates,UCx2Y_55MBCq3lkc3aOtmAiw,2025-02-24T14:07:58Z,Límites de funciones continuidad y asíntotas desde cero tutorial matemáticas aplicadas a las ciencias sociales NUESTROS ...,matemáticas aplicadas,6101,74,9,121.0,False,623000
bGMPj3ONlRA,📕 Examen Selectividad PAU ▶ Andalucía Junio 2025 ▶ Matemáticas Sociales II,Mates con Andrés,UC73702acnOOmrWMzFRHe4oA,2025-06-05T10:58:07Z,En esta emisión en directo resuelvo el examen de SELECTIVIDAD PAU de Matemáticas Aplicadas a las Ciencias Sociales II de ...,matemáticas aplicadas,5906,146,20,4358.0,False,148000
UoDNKR8HMME,ACCESO. EXAMEN 2023/24 FEBRERO A. Matemáticas aplicadas CCSS.ACCESO + 25.UNED,Mates con Santi de la Osa,UCXKVk5CdHjmClLt182zE-1A,2024-01-23T18:55:32Z,En este vídeo resolvemos el examen de febrero modelo A del año 2023/2024 de Matemáticas aplicadas a las CCSS de acceso ...,matemáticas aplicadas,5318,81,45,2097.0,False,4120
zi2oDOcjvU8,ACCESO.1r DÍA DE CLASE 😅 . Matemáticas aplicadas a las CCSS.ACCESO +25.👀,Mates con Santi de la Osa,UCXKVk5CdHjmClLt182zE-1A,2022-09-27T18:17:09Z,Por fin me atreví a hacer el Acceso. En este vídeo explicamos el inicio de la asignatura de Matemáticas aplicadas a las CCSS.,matemáticas aplicadas,4900,186,154,510.0,False,4120
gEm7r9QLthE,🧬 BIOMATEMÁTICA: MATEMÁTICAS APLICADAS A LA BIOLOGÍA | Documentales Interesantes,CEDECOM,UCjPmpNv8YRCp8EKzEAFpSkw,2022-05-25T18:00:45Z,"Desde la antigüedad, las matemáticas surgieron para dar solución a los problemas del hombre, como el cálculo o las mediciones ...",matemáticas aplicadas,4250,122,3,709.0,False,44900
Tmc4IXdoH40,EXAMEN SELECTIVIDAD EBAU JUNIO 2021 Murcia MATEMATICAS APLICADAS A LAS CIENCIAS SOCIALES,Cecilia Sopeña MATEMÁTICAS,UCj2iitg1F4FuRR2md3zQf8A,2023-12-02T19:43:56Z,EXAMEN SELECTIVIDAD EBAU.,matemáticas aplicadas,4186,75,16,2255.0,False,14800
AuPECTCbxlY,MATEMÁTICAS aplicadas al LENGUAJE. #ortografía #EBAU #selectividad #spanishteacher #razonamiento,Tu profesora de Lengua,UClhqQr8TwCQigERoKZYAs0A,2024-03-14T16:43:26Z,,matemáticas aplicadas,4038,269,13,34.0,False,838000
ObCiZQr7IRU,ACCESO. EXAMEN 2023/24 MAYO TIPO A. Matemáticas aplicadas CCSS.ACCESO + 25.UNED,Mates con Santi de la Osa,UCXKVk5CdHjmClLt182zE-1A,2024-05-21T18:03:37Z,Os dejo el enlace al primer vídeo del curso para que hagáis una reflexión para que les pueda servir a futuros estudiantes del ...,matemáticas aplicadas,4030,83,73,1357.0,False,4120
86pm428OyKY,Matemáticas aplicadas a la vida real 🍕➗ #AprenderConPizza,Dalí se Ríe Último,UCURs2BSDfEi6j5lINwY99QA,2025-06-27T07:00:07Z,,matemáticas aplicadas,13129,31,0,6.0,False,534
pGV0T3hbBYc,¿Cómo es la experiencia de una egresada de Matemáticas Aplicadas en el ITAM?,ITAM,UC1PUNjrDQsFbRqm_fwv-JGg,2024-05-28T23:30:09Z,Jayat González nos invita a echar un vistazo a cómo ha sido su vida como egresada de Matemáticas Aplicadas del ITAM.,matemáticas aplicadas,3884,22,0,176.0,False,9950
FP1kE7-oPhM,Las matemáticas aplicadas  a los negocios,Consejero Empresarial TV,UC2MxFuS3gjEyS6Sm6QRcBFg,2023-10-31T22:36:51Z,Al pensar en las matemáticas a muchos se les viene a la mente esa materia complicada que tuvieron que estudiar a la fuerza; ...,matemáticas aplicadas,3269,57,0,266.0,False,22500
Vs30YRGBj_M,Matemáticas Aplicadas a las Ciencias Sociales: Junio 2022 - Ejercicios 1-3,Universidad Miguel Hernández de Elche,UCNJuVlIFM_9cOGwooLMjijQ,2023-04-05T10:21:49Z,Más vídeos de la colección en el siguiente link: https://bit.ly/3SZNSPA Banco de Exámenes de la UMH. Pruebas de Acceso a la ...,matemáticas aplicadas,3203,4,0,558.0,False,162000
piemgQQBRNY,ACCESO. EXAMEN 2025 FEBRERO A. Matemáticas aplicadas CCSS.ACCESO + 25.UNED,Mates con Santi de la Osa,UCXKVk5CdHjmClLt182zE-1A,2025-01-21T18:53:17Z,En este vídeo resolvemos el examen de febrero modelo A del año 2025 de Matemáticas aplicadas a las CCSS de acceso para ...,matemáticas aplicadas,3174,102,69,2828.0,False,4120
kCT5TNAbSVo,¿Matemáticas Académicas o Matemáticas Aplicadas?,Una de croquetas,UCCUPHdBZVQGibRruuPmKGLw,2021-06-16T18:51:24Z,Tomar la decisión correcta.,matemáticas aplicadas,3116,91,17,195.0,False,417
XwNQp3seUOE,¿Cómo es estudiar Matemáticas Aplicadas y Computación en la UNAM? #podcast #josueare #podcastmexico,Josue Are,UCVayNC9hakXTUd8CAUJldew,2024-07-11T03:30:12Z,,matemáticas aplicadas,3438,125,0,59.0,False,5550
ooNFpJJWozk,Cambios Matemáticas Aplicadas a las Ciencias Sociales - Selectividad 2024,Formació Miró,UC4BdU_zEJ_QcDvv472fePxw,2023-10-20T16:04:26Z,En el siguiente video encontraréis todos los cambios que tendrá la asignatura de Matemáticas Aplicadas a las Ciencias Sociales ...,matemáticas aplicadas,2900,28,12,67.0,False,203
Z9jV9okkpcw,Odio la topología igual   #matematica #topologia #cintademobius #mobius #mobiusstrip #fisica,Eze Martínez,UCOWFKaCN-rzmYk502JFWnqg,2024-11-03T23:00:34Z,Odio la topología igual #matematica #topologia #cintademobius #mobius #mobiusstrip #fisica #ingenieria #ingenieriainformatica ...,topología,11490109,694430,2254,56.0,False,917000
hau27tQPh_Y,"Un clásico rompecabezas de topología, ¿puedes separar estos dos clavos? #iqtest #iq #puzzle",UNIVEA,UCzt2duvBvLiyewfF1f3wBfA,2024-06-18T15:06:09Z,Si quieres ver más cosas interesantes suscríbete a mi canal.,topología,9368272,279197,1847,60.0,False,1230000
5PA9PvGay-o,Why Good Topology Is Important For 3D Models? #shorts,CoderNunk,UCJRDgjPVLpem4PWzmDBCxcQ,2024-05-03T04:11:46Z,"Topology refers to the flow of edges and faces on a 3D model, but why is it important to have good topology? COMPLETE 3D ...",topología,1935303,160068,921,56.0,False,28700
IQqtsm-bBRU,Este problema abierto me enseñó lo que es la topología,3Blue1Brown,UCYO_jab_esuFRV4b17AJtAw,2024-12-24T17:50:32Z,"El problema del cuadrado/rectángulo inscrito, resuelto mediante tiras de Möbius y botellas de Klein.
Lista de reproducción con ...",topología,1749637,63230,2135,1646.0,False,7470000
LFR1HOsYQBc,Increíble prueba de CI de rompecabezas de topología#puzzle#iq#iqtest,UNIVEA,UCzt2duvBvLiyewfF1f3wBfA,2024-09-17T05:24:32Z,"Si quieres conseguir más productos interesantes, visita mi tienda: http://univea.shop

Si quieres ver más retos o preguntas ...",topología,1899423,52996,220,60.0,False,1230000
